Name,Specs,Price
HP Pavilion 15s-FR5007TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"12th Gen Intel Core i5 1235U
10 Cores (2P + 8E), 12 Threads
8 GB DDR4 RAM
512 GB SSD
Intel Iris Xe
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹47,400"
HP Victus 15-fa0070TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"12th Gen Intel Core i5 12450H
Octa Core (4P + 4E), 12 Threads
8 GB DDR4 RAM
512 GB SSD
4 GB NVIDIA GeForce GTX 1650
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹57,999"
Acer Aspire 7 A715-42G UN.QAYSI.006 Gaming Laptop (AMD Ryzen 5-5500U/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"5th Gen AMD Ryzen 5 5500U
Hexa Core, 12 Threads
16 GB DDR4 RAM
512 GB SSD
4 GB NVIDIA GeForce GTX 1650
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹59,500"
HP Pavilion 15s-eq2182AU Laptop (Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),"5th Gen AMD Ryzen 5 5500U
Hexa Core, 12 Threads
16 GB DDR4 RAM
512 GB SSD
AMD Radeon Graphics
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹45,490"
HP Pavilion 14-eh0024TU Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win 11),"12th Gen Intel Core i7 12700H
14 Cores (6P + 8E), 20 Threads
16 GB DDR4 RAM
1 TB SSD
Intel Iris Xe Graphics
14 inches, 2880 x 1800 pixels
Windows 11 OS
1 Year Warranty","₹87,200"
HP 255 G8 62Y30PA Laptop (Ryzen 5-5500U/ 8GB/ 512GB SSD/ Win11),"5th Gen AMD Ryzen 5 5500U
Hexa Core, 12 Threads
8 GB DDR4 RAM
512 GB SSD
AMD Radeon Vega 8
15.6 inches, 1366 x 768 pixels
Windows 11 OS
1 Year Warranty","₹28,990"
HP Pavilion 15-eg2009TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"12th Gen Intel Core i5 1240P
12 Cores (4P + 8E), 16 Threads
8 GB DDR4 RAM
512 GB SSD
Intel Iris Xe
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹51,990"
Samsung Galaxy Book2 Pro 13 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"12th Gen Intel Core i5 1240P
12 Cores (4P + 8E), 16 Threads
16 GB LPDDR5 RAM
512 GB SSD
Intel Iris Xe Graphics
13.3 inches, 1080 x 1920 pixels
Windows 11 OS
1 Year Warranty","₹75,999"
HP 15s-eq2144au Laptop (Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),"5th Gen AMD Ryzen 5 5500U
Hexa Core, 12 Threads
8 GB DDR4 RAM
512 GB SSD
AMD Radeon Graphics
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹37,147"
Acer TravelMate P214-53 UN.VPLSI.048 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home),"11th Gen Intel Core i5 1135G7
Quad Core, 8 Threads
8 GB DDR4 RAM
512 GB SSD
Intel Integrated Iris Xe
14 inches, 1920 x 1080 pixels
Windows 10 OS
1 Year Warranty","₹39,999"
Realme Book Slim Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10),"11th Gen Intel Core i5 1135G7
Quad Core, 8 Threads
8 GB LPDDR4x RAM
512 GB SSD
Intel Iris Xe Graphics
14 inches, 1440 x 2160 pixels
Windows 10 OS
1 Year Warranty","₹37,890"
HP 15s-FQ2071TU Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home),"11th Gen Intel Core i5
Quad Core
8 GB DDR4 RAM
512 GB SSD
Intel Integrated Iris Xe
15.6 inches, 1920 x 1080 pixels
Windows 10 OS
1 Year Warranty","₹45,799"
Acer Predator Helios 300 PH315-53-72SD NH.QA2SI.001 Laptop (10th Gen Core i7/ 16GB/ 1TB 256GB SSD/ Win10 Home/ 4GB Graph),"10th Gen Intel Core i7 10750H
Hexa Core, 12 Threads
16 GB DDR4 RAM
1 TB Hard Disk
256 GB SSD
4 GB NVIDIA Geforce GTX 1650 Ti
15.6 inches, 1920 x 1080 pixels
Windows 10 OS","₹66,990"
HP 14-ck2018TU Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home),"10th Gen Intel Core i5 10210U
Quad Core, 8 Threads
8 GB DDR4 RAM
512 GB SSD
Intel Integrated UHD
14 inches, 1366 x 768 pixels
Windows 10 OS
1 Year Warranty","₹45,990"
Asus VivoBook S14 S430FA Laptop (8th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10 Home),"8th Gen Intel Core i5 8265U
Quad Core, 8 Threads
8 GB DDR4 RAM
1 TB Hard Disk
256 GB SSD
Intel Integrated UHD 620
14 inches, 1920 x 1080 pixels
Windows 10 OS","₹53,990"
Lenovo Ideapad 330-15IKB (81DE01K0IN) Laptop (8th Gen Ci5/ 8GB/ 1TB/ Win10/ 2GB Graph),"8th Gen Intel Core i5 8250U
Quad Core, 8 Threads
8 GB DDR4 RAM
1 TB Hard Disk
2 GB NVIDIA Geforce MX150
15.6 inches, 1366 x 768 pixels
Windows 10 OS
1 Year Warranty","₹41,999"
Lenovo ThinkPad E14 21JRS0CR00 Laptop (AMD Ryzen 5 7430U/ 8GB/ 512GB SSD/ Win 11Pro),"7th Gen AMD Ryzen 5 7430U
Hexa Core, 12 Threads
8 GB RAM
512 GB SSD
AMD Radeon Graphics
14 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹55,990"
HP 15-fc1038AU Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11 Home),"7th Gen AMD Ryzen 7 7735HS
Octa Core, 16 Threads
16 GB DDR4 RAM
512 GB SSD
AMD Radeon AMD
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹64,990"
Lenovo LOQ 15IAX9E 83LK0032IN AI Gaming Laptop (12th Gen Core i5/ 12GB/ 512GB SSD/ Win11/ 4GB RTX 2050 Graph),"12th Gen Intel Core i5 12450HX
Octa Core (4P + 4E), 12 Threads
12 GB DDR5 RAM
512 GB SSD
4 GB NVIDIA GeForce RTX 2050
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹64,990"
MSI Venture 15 AI A1MG-007IN Laptop (Intel Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11 Home),"Intel Core Ultra 7 Series 1 155H
16 Cores (6P + 8E + 2LP-E), 22 Threads
16 GB DDR5 RAM
1 TB SSD
Intel Arc Graphics
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹81,990"
Lenovo ThinkPad E14 Gen 6 21M70062IG Laptop (Intel Core Ultra 5 125U/ 16GB/ 512GB SSD/ DOS),"Intel Core Ultra 5 Processor 125U
12 Cores (2P + 8E + 2LP-E), 14 Threads
16 GB DDR5 RAM
512 GB SSD
Integrated Intel Graphics
14 inches, 1920 x 1200 pixels
DOS OS
1 Year Warranty","₹75,490"
Ultimus Apex 5 NU14U3INF66BY Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"12th Gen Intel Core i5 1235U
10 Cores (2P + 8E), 12 Threads
8 GB DDR4 RAM
512 GB SSD
Intel Integrated
14.1 inches, 1920 x 1200 pixels
Windows 11 OS
1 Year Warranty","₹32,990"
Lenovo ThinkPad E14 Gen 6 21M7S02W00 Laptop (Intel Core Ultra 5 125U/ 16GB/ 512GB SSD/ Win11),"Intel Core Ultra 5 Processor 125U
12 Cores (2P + 8E + 2LP-E), 14 Threads
16 GB DDR5 RAM
512 GB SSD
Integrated Intel Graphics
14 inches, 1920 x 1200 pixels
Windows 11 OS
1 Year Warranty","₹75,990"
HP 15-fd0490TU Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"13th Gen Intel Core i3 1315U
Hexa Core (2P + 4E), 8 Threads
8 GB DDR4 RAM
512 GB SSD
Intel Integrated UHD
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹40,490"
HP OmniBook 5 16-ba1123TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"13th Gen Intel Core i5 1334U
10 Cores (2P + 8E), 12 Threads
16 GB LPDDR5x RAM
512 GB SSD
Intel Iris Xe Graphics
16 inches, 1920 x 1200 pixels, Touch Screen
Windows 11 OS
1 Year Warranty","₹67,490"
Lenovo IdeaPad Slim 3 82RK019DIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"12th Gen Intel Core i3 1215U
Hexa Core (2P + 4E), 8 Threads
8 GB DDR4 RAM
512 GB SSD
Intel Integrated
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹34,390"
Lenovo Yoga 7 2-in-1 83JQ003YIN Laptop (Intel Core Ultra 5 226V/ 16GB/ 1TB SSD/ Win11 Home),"Intel Core Ultra 5 226V
Octa Core (4P + 4LP-E), 8 Threads
16 GB RAM
1 TB SSD
Integrated Intel Arc Graphics 140V
14 inches, 1920 x 1200 pixels, Touch Screen
Windows 11 OS
1 Year Warranty","₹1,09,990"
Lenovo ThinkPad E14 Gen 6 21M7009BIG Laptop (Intel Core Ultra 7 155H/ 16GB/ 512GB SSD/ Win11),"Intel Core Ultra 7 Series 1 155H
16 Cores (6P + 8E + 2LP-E), 22 Threads
16 GB DDR5 RAM
512 GB SSD
Integrated Intel Graphics
14 inches, 1920 x 1200 pixels
Windows 11 OS
1 Year Warranty","₹1,00,000"
MSI Modern 15 B13M-1200IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"13th Gen Intel Core i5 1334U
10 Cores (2P + 8E), 12 Threads
16 GB DDR4 RAM
512 GB SSD
Intel Integrated Iris Xe
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹49,990"
Lenovo Thinkpad P14s 21G2S08C00 Laptop (Intel Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11 Pro),"Intel Core Ultra 7 Series 1 155H
16 Cores (6P + 8E + 2LP-E), 22 Threads
16 GB DDR5 RAM
1 TB SSD
Intel Integrated
14 inches, 1920 x 1200 pixels
Windows 11 OS
3 Year Warranty","₹1,38,295"
Tecno Megabook S16 Laptop (13th Gen Core i9/ 32GB RAM/ 2TB SSD/ Win11),"13th Gen Intel Core i9 13900HK
14 Cores (6P + 8E), 20 Threads
32 GB RAM
2 TB SSD
Intel Graphics
16 inches, 1920 x 1200 pixels
Windows 11 OS
1 Year Warranty","₹99,990"
Lenovo V15 G3 82TTAO7QIH Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/Win11),"12th Gen Intel Core i5 1235U
10 Cores (2P + 8E), 12 Threads
8 GB DDR4 RAM
512 GB SSD
Intel Integrated UHD
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹48,954"
HP 14-ep0294TU Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"13th Gen Intel Core i3 1315U
Hexa Core (2P + 4E), 8 Threads
8 GB DDR4 RAM
512 GB SSD
Intel UHD Graphics
14 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹40,490"
Lenovo Yoga Slim 7 Aura Edition 83JX001MIN Laptop (Intel Core Ultra 7 258V/ 32GB/ 1TB/ Win11),"Intel Core Ultra 7 258V
Octa Core (4P + 4E), 8 Threads
32 GB LPDDR5x RAM
1 TB SSD
Integrated Intel Arc Graphics 140V
14 inches, 1920 x 1200 pixels, Touch Screen
Windows 11 OS
1 Year Warranty","₹1,48,490"
HP Victus 15-fb0184AXGaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"5th Gen AMD Ryzen 5 5600H
Hexa Core, 12 Threads
8 GB DDR4 RAM
512 GB SSD
4 GB AMD Radeon RX 6500M Graphics
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹50,800"
HP 240R G9 B10MSAT Laptop (13th Gen Core i3/ 16GB/ 512GB SSD/ Dos),"12th Gen Intel Core i3 1315U
Hexa Core (2P + 4E), 8 Threads
16 GB RAM
512 GB SSD
Intel Integrated Graphics
14 inches, 1366 x 720 pixels
Windows 11 OS
1 Year Warranty","₹35,870"
Microsoft Surface Laptop 2025,"Qualcomm Snapdragon X Plus
16 GB LPDDR5x RAM
256 GB SSD
Qualcomm Adreno GPU
13 inches, 1920 x 1280 pixels, Touch Screen
Windows 11 OS
1 Year Warranty
Backlit Keyboard","₹76,990"
Lenovo ThinkPad E14 Gen 6 21M7S0SJ00 Laptop (Intel Core Ultra 5 125U/ 16GB/ 512GB SSD/ Win11),"Intel Core Ultra 5 Processor 125U
12 Cores (2P + 8E + 2LP-E), 14 Threads
16 GB DDR5 RAM
512 GB SSD
Integrated Intel Graphics
14 inches, 1920 x 1200 pixels
Windows 11 OS
1 Year Warranty","₹80,990"
Acer Travel Lite TL15-53M Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"13th Gen Intel Core i5 1334U
10 Cores (2P + 8E), 12 Threads
16 GB RAM
512 GB SSD
Intel Iris Xe Graphics
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹54,990"
Alienware M18 R2 Gaming Laptop (14th Gen Core i9/ 32GB/ 1TB SSD/ Win 11/ 12GB Graph),"14th Gen Intel Core i9 14900HX
24 Cores (8P + 16E), 32 Threads
32 GB DDR5 RAM
1 TB SSD
12 GB NVIDIA GeForce RTX 4080
18 inches, 2560 x 1600 pixels
Windows 11 OS
1 Year Warranty","₹3,68,399"
HP 15-fd0575TU Laptop (13th Gen Core i5/ 12GB/ 512GB SSD/ Win11 Home),"13th Gen Intel Core i5 1334U
10 Cores (2P + 8E), 12 Threads
12 GB RAM
512 GB SSD
Intel Integrated UHD
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹56,990"
Honor MagicBook Pro 16 2025 Laptop (Intel Core Ultra 9-285H/ 32GB/ 1TB SSD/ Win11),"Intel 285H
16 Cores (6P + 8E + 2LP-E), 16 Threads
32 GB LPDDR5x RAM
1 TB SSD
Intel Arc 140T GPU
16 inches, 3072 x 1920 pixels
Windows 11 OS
Backlit Keyboard","₹96,999"
Apple MacBook Air 2025 Laptop (Apple M4/ 16GB/ 256GB SSD/ MacOS),N/A,"₹91,990"
Lenovo Yoga Book 9 83FF0034IN Laptop (Intel Evo Core Ultra 7 155U/ 32GB/ 1TB SSD/ Win11),N/A,"₹2,39,990"
Asus ROG Strix SCAR 18 2025 G835LX-SA187WS Gaming Laptop (Intel Core Ultra 9 275HX/ 64GB/ 2TB SSD/ Win11/ 24GB RTX 5090 Graph),N/A,"₹4,64,690"
HP Victus 15-fa1319TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB RTX 4050),N/A,"₹68,841"
Lenovo V15 G4 83CR000VIN Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11 Home),N/A,"₹33,999"
Samsung Galaxy Book 5 360 NP750QHA-LG2IN Laptop (Intel Core Ultra 7 256V/ 16GB/ 512GB SSD/ Win11),N/A,"₹1,10,990"
Lenovo Yoga 7 83DJ008WIN Laptop (Intel Evo Core Ultra 7 155H/ 32GB/ 1TB SSD/ Win11 Home),N/A,"₹1,13,089"
Asus Zenbook Duo OLED 2024 UX8406MA-QL961WS Laptop (Intel Core Ultra 9 185H/ 32GB/ 1TB SSD/ Win11),N/A,"₹1,74,990"
